Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-06-12 14:22:44.761 +0530,"Success",0:00:09,0,0,0,"20240612_142244.761/LogFile.txt","","",1
2024-06-12 14:23:15.322 +0530,"Success",0:00:03,0,0,0,"20240612_142315.322/LogFile.txt","","",1
2024-06-14 10:22:19.241 +0530,"Aborted",0:00:17,1,0,1,"20240614_102219.241/LogFile.txt","","",0
2024-06-14 10:23:04.130 +0530,"Aborted",0:00:24,1,0,1,"20240614_102304.130/LogFile.txt","","",0
2024-06-14 10:24:06.542 +0530,"Aborted",0:00:52,1,0,1,"20240614_102406.542/LogFile.txt","","",0
