Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-05-13 17:17:43.501 +0530,"Success",0:00:04,0,0,0,"20240513_171743.501/LogFile.txt","","",1
2024-05-13 17:17:55.539 +0530,"Success",0:00:04,0,0,0,"20240513_171755.539/LogFile.txt","","",1
2024-05-13 17:18:18.439 +0530,"Success",0:00:04,0,0,0,"20240513_171818.439/LogFile.txt","","",1
2024-05-13 17:19:03.557 +0530,"Success",0:00:04,0,0,0,"20240513_171903.557/LogFile.txt","","",1
2024-05-13 17:20:00.555 +0530,"Success",0:00:04,0,0,0,"20240513_172000.555/LogFile.txt","","",1
2024-05-13 17:20:15.381 +0530,"Success",0:00:04,0,0,0,"20240513_172015.381/LogFile.txt","","",1
2024-05-13 17:21:11.924 +0530,"Success",0:00:04,0,0,0,"20240513_172111.924/LogFile.txt","","",1
2024-05-13 17:23:40.621 +0530,"Success",0:00:04,0,0,0,"20240513_172340.621/LogFile.txt","","",1
2024-05-13 17:27:17.568 +0530,"Success",0:00:04,0,0,0,"20240513_172717.568/LogFile.txt","","",1
2024-05-13 17:27:55.740 +0530,"Success",0:00:04,0,0,0,"20240513_172755.740/LogFile.txt","","",1
2024-05-13 17:31:35.629 +0530,"Success",0:00:04,0,0,0,"20240513_173135.629/LogFile.txt","","",1
2024-05-13 17:31:57.334 +0530,"Success",0:00:08,0,0,0,"20240513_173157.334/LogFile.txt","","",1
2024-05-13 17:32:22.095 +0530,"Success",0:00:08,0,0,0,"20240513_173222.095/LogFile.txt","","",1
2024-05-13 17:32:53.676 +0530,"Success",0:00:08,0,0,0,"20240513_173253.676/LogFile.txt","","",1
2024-05-13 17:33:13.016 +0530,"Success",0:00:08,0,0,0,"20240513_173313.016/LogFile.txt","","",1
2024-05-13 17:33:30.474 +0530,"Success",0:00:08,0,0,0,"20240513_173330.474/LogFile.txt","","",1
2024-05-13 17:33:52.062 +0530,"Success",0:00:08,0,0,0,"20240513_173352.062/LogFile.txt","","",1
2024-05-13 17:34:11.655 +0530,"Success",0:00:08,0,0,0,"20240513_173411.655/LogFile.txt","","",1
2024-05-13 17:34:34.880 +0530,"Success",0:00:08,0,0,0,"20240513_173434.880/LogFile.txt","","",1
2024-05-13 17:34:54.425 +0530,"Success",0:00:04,0,0,0,"20240513_173454.425/LogFile.txt","","",1
2024-05-13 17:38:43.078 +0530,"Success",0:00:04,0,0,0,"20240513_173843.078/LogFile.txt","","",1
2024-05-13 17:39:25.443 +0530,"Success",0:00:04,0,0,0,"20240513_173925.443/LogFile.txt","","",1
2024-05-16 12:08:09.642 +0530,"Success",0:00:09,0,0,0,"20240516_120809.642/LogFile.txt","","",1
2024-05-16 12:08:28.731 +0530,"Success",0:00:09,0,0,0,"20240516_120828.731/LogFile.txt","","",1
2024-05-16 12:08:54.656 +0530,"Success",0:00:09,0,0,0,"20240516_120854.656/LogFile.txt","","",1
2024-05-16 12:09:55.473 +0530,"Success",0:00:04,0,0,0,"20240516_120955.473/LogFile.txt","","",1
2024-05-16 12:13:55.329 +0530,"Success",0:00:04,0,0,0,"20240516_121355.329/LogFile.txt","","",1
