Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2024-10-28 13:32:37.507 +0530,"Success",0:00:00,0,0,0,"20241028_133237.507/LogFile.txt","","",1
2024-10-28 13:32:53.074 +0530,"Success",0:00:00,0,0,0,"20241028_133253.074/LogFile.txt","","",1
2024-10-28 13:33:03.519 +0530,"Success",0:00:00,0,0,0,"20241028_133303.519/LogFile.txt","","",1
2024-10-28 13:33:05.410 +0530,"Success",0:00:00,0,0,0,"20241028_133305.410/LogFile.txt","","",1
2024-10-28 13:33:06.452 +0530,"Success",0:00:00,0,0,0,"20241028_133306.452/LogFile.txt","","",1
2024-10-28 13:33:07.435 +0530,"Success",0:00:00,0,0,0,"20241028_133307.435/LogFile.txt","","",1
2024-10-28 13:33:08.325 +0530,"Success",0:00:00,0,0,0,"20241028_133308.325/LogFile.txt","","",1
2024-10-28 13:33:09.195 +0530,"Success",0:00:00,0,0,0,"20241028_133309.195/LogFile.txt","","",1
2024-10-28 13:33:10.096 +0530,"Success",0:00:00,0,0,0,"20241028_133310.096/LogFile.txt","","",1
2024-10-28 13:33:10.971 +0530,"Success",0:00:00,0,0,0,"20241028_133310.971/LogFile.txt","","",1
2024-10-28 13:33:11.791 +0530,"Success",0:00:00,0,0,0,"20241028_133311.791/LogFile.txt","","",1
2024-10-28 13:33:12.669 +0530,"Success",0:00:00,0,0,0,"20241028_133312.669/LogFile.txt","","",1
2024-10-28 13:33:13.519 +0530,"Success",0:00:00,0,0,0,"20241028_133313.519/LogFile.txt","","",1
2024-10-28 13:33:14.435 +0530,"Success",0:00:00,0,0,0,"20241028_133314.435/LogFile.txt","","",1
2024-10-28 13:33:15.385 +0530,"Success",0:00:00,0,0,0,"20241028_133315.385/LogFile.txt","","",1
2024-10-28 13:33:16.387 +0530,"Success",0:00:00,0,0,0,"20241028_133316.387/LogFile.txt","","",1
2024-10-28 13:33:20.196 +0530,"Success",0:00:00,0,0,0,"20241028_133320.196/LogFile.txt","","",1
2024-10-28 14:00:20.682 +0530,"Success",0:00:00,0,0,0,"20241028_140020.682/LogFile.txt","","",1
2024-10-28 14:00:22.235 +0530,"Success",0:00:00,0,0,0,"20241028_140022.235/LogFile.txt","","",1
2024-10-28 14:00:22.982 +0530,"Success",0:00:00,0,0,0,"20241028_140022.982/LogFile.txt","","",1
2024-10-28 14:00:23.909 +0530,"Success",0:00:00,0,0,0,"20241028_140023.909/LogFile.txt","","",1
2024-10-28 14:00:24.681 +0530,"Success",0:00:00,0,0,0,"20241028_140024.681/LogFile.txt","","",1
2024-10-28 14:00:25.352 +0530,"Success",0:00:00,0,0,0,"20241028_140025.352/LogFile.txt","","",1
2024-10-28 14:00:26.115 +0530,"Success",0:00:00,0,0,0,"20241028_140026.115/LogFile.txt","","",1
2024-10-28 14:00:26.837 +0530,"Success",0:00:00,0,0,0,"20241028_140026.837/LogFile.txt","","",1
2024-10-28 14:00:27.479 +0530,"Success",0:00:00,0,0,0,"20241028_140027.479/LogFile.txt","","",1
2024-10-28 14:00:28.141 +0530,"Success",0:00:00,0,0,0,"20241028_140028.141/LogFile.txt","","",1
2024-10-28 14:00:28.890 +0530,"Success",0:00:00,0,0,0,"20241028_140028.890/LogFile.txt","","",1
2024-10-28 14:00:29.594 +0530,"Success",0:00:00,0,0,0,"20241028_140029.594/LogFile.txt","","",1
2024-10-28 14:00:30.254 +0530,"Success",0:00:00,0,0,0,"20241028_140030.254/LogFile.txt","","",1
2024-10-28 14:00:30.891 +0530,"Success",0:00:00,0,0,0,"20241028_140030.891/LogFile.txt","","",1
2024-10-28 14:00:31.548 +0530,"Success",0:00:00,0,0,0,"20241028_140031.548/LogFile.txt","","",1
2024-10-28 14:00:32.246 +0530,"Success",0:00:00,0,0,0,"20241028_140032.246/LogFile.txt","","",1
2024-10-28 14:00:32.894 +0530,"Success",0:00:00,0,0,0,"20241028_140032.894/LogFile.txt","","",1
2024-10-28 14:00:34.261 +0530,"Success",0:00:00,0,0,0,"20241028_140034.261/LogFile.txt","","",1
2024-10-28 14:00:35.519 +0530,"Success",0:00:00,0,0,0,"20241028_140035.519/LogFile.txt","","",1
2024-10-28 14:00:36.673 +0530,"Success",0:00:00,0,0,0,"20241028_140036.673/LogFile.txt","","",1
2024-10-28 14:00:37.310 +0530,"Success",0:00:00,0,0,0,"20241028_140037.310/LogFile.txt","","",1
2024-10-28 14:00:37.927 +0530,"Success",0:00:00,0,0,0,"20241028_140037.927/LogFile.txt","","",1
2024-10-28 14:00:39.151 +0530,"Success",0:00:00,0,0,0,"20241028_140039.151/LogFile.txt","","",1
2024-10-28 14:00:39.772 +0530,"Success",0:00:00,0,0,0,"20241028_140039.772/LogFile.txt","","",1
2024-10-28 14:00:43.117 +0530,"Success",0:00:00,0,0,0,"20241028_140043.117/LogFile.txt","","",1
2024-10-28 14:00:43.881 +0530,"Success",0:00:00,0,0,0,"20241028_140043.881/LogFile.txt","","",1
2024-10-28 14:00:44.566 +0530,"Success",0:00:00,0,0,0,"20241028_140044.566/LogFile.txt","","",1
2024-10-28 14:00:45.323 +0530,"Success",0:00:00,0,0,0,"20241028_140045.323/LogFile.txt","","",1
2024-10-28 14:00:46.008 +0530,"Success",0:00:00,0,0,0,"20241028_140046.008/LogFile.txt","","",1
2024-10-28 14:03:33.984 +0530,"Success",0:00:00,0,0,0,"20241028_140333.984/LogFile.txt","","",1
2024-10-28 14:03:35.058 +0530,"Success",0:00:00,0,0,0,"20241028_140335.058/LogFile.txt","","",1
2024-10-28 14:03:36.177 +0530,"Success",0:00:00,0,0,0,"20241028_140336.177/LogFile.txt","","",1
2024-10-28 14:03:37.038 +0530,"Success",0:00:00,0,0,0,"20241028_140337.038/LogFile.txt","","",1
